Chrom	Start	End	cdsStart	cdsEnd	Strand	ensemblGeneID	ensemblTranscriptID	ensemblProteinID	Gene	GeneLength	cdsLength	Coding
chr1	13359818	13369057	13364890	13368733	+	ENSG00000204502	ENST00000376168	ENSP00000365338	PRAMEF5	9239	3843	Coding
chr1	13386645	13390765	13386981	13389702	-	ENSG00000182330	ENST00000357367	ENSP00000349931	PRAMEF8	4120	2721	Coding
chr1	13421175	13428191	13424002	13427859	+	ENSG00000204501	ENST00000376152	ENSP00000365322	PRAMEF9	7016	3857	Coding
chr1	13447413	13452656	13448049	13450836	-	ENSG00000204495	ENST00000376132	ENSP00000365302	PRAMEF13	5243	2787	Coding
chr1	13474688	13477522	13474688	13477522	-	ENSG00000204491	ENST00000376126	ENSP00000365294	PRAMEF19	2834	2834	Coding
chr1	13495253	13498260	13495283	13498128	+	ENSG00000204488	ENST00000376121	ENSP00000365289	PRAMEF16	3007	2845	Coding
chr1	13516065	13526943	13521972	13526873	+	ENSG00000204486	ENST00000332192	ENSP00000331921	PRAMEF20	10878	4901	Coding
chr1	13607430	13611550	13611550	13611550	-	ENSG00000204485	ENST00000359310		PRAMEF8	4120	0	Non-Coding
chr1	13632347	13635279	13635279	13635279	+	ENSG00000224581	ENST00000447851		PRAMEF10	2932	0	Non-Coding
chr1	13641972	13648988	13644799	13648656	+	ENSG00000157358	ENST00000330087	ENSP00000330156	PRAMEF9	7016	3857	Coding
chr1	13694888	13698405	13695524	13698358	-	ENSG00000204480	ENST00000540591	ENSP00000446004	PRAMEF19	3517	2834	Coding
chr1	13716091	13719089	13716117	13718962	+	ENSG00000204479	ENST00000376098	ENSP00000365266	PRAMEF17	2998	2845	Coding
chr1	13736906	13747803	13742811	13747733	+	ENSG00000204478	ENST00000316412	ENSP00000346275	PRAMEF20	10897	4922	Coding
chr1	13801444	13840543	13802313	13840088	-	ENSG00000162494	ENST00000376085	ENSP00000365253	LRRC38	39099	37775	Coding
chr1	13909959	13944452	13910300	13942406	+	ENSG00000162493	ENST00000294489	ENSP00000294489	PDPN	34493	32106	Coding
chr1	14026734	14151560	14042100	14149679	+	ENSG00000116731	ENST00000376048	ENSP00000365216	PRDM2	124826	107579	Coding
chr1	14925199	15444539	14925493	15441131	+	ENSG00000189337	ENST00000376030	ENSP00000365198	KAZN	519340	515638	Coding
chr1	15442448	15478960	15478960	15478960	-	ENSG00000175147	ENST00000310916		TMEM51-AS1	36512	0	Non-Coding
chr1	15479027	15546973	15541583	15546239	+	ENSG00000171729	ENST00000428417	ENSP00000394899	TMEM51	67946	4656	Coding
chr1	15573767	15724622	15578280	15723909	+	ENSG00000142621	ENST00000358897	ENSP00000351770	FHAD1	150855	145629	Coding
chr1	15653175	15670372	15670372	15670372	-	ENSG00000233485	ENST00000428747		AK055853	17197	0	Non-Coding
chr1	15736390	15756839	15736467	15755220	+	ENSG00000142634	ENST00000375980	ENSP00000365147	EFHD2	20449	18753	Coding
chr1	15764934	15773149	15764960	15773084	+	ENSG00000162438	ENST00000375949	ENSP00000365116	CTRC	8215	8124	Coding
chr1	15783223	15798586	15783248	15798502	+	ENSG00000142615	ENST00000359621	ENSP00000352639	CELA2A	15363	15254	Coding
chr1	15802595	15817895	15802620	15817807	+	ENSG00000215704	ENST00000375910	ENSP00000365075	CELA2B	15300	15187	Coding
chr1	15817326	15850940	15820278	15850695	-	ENSG00000132906	ENST00000546424	ENSP00000449584	CASP9	33614	30417	Coding
chr1	15853307	15898228	15855600	15894672	+	ENSG00000116138	ENST00000375847	ENSP00000365007	DNAJC16	44921	39072	Coding
chr1	15898847	15911605	15900145	15911462	-	ENSG00000116771	ENST00000375826	ENSP00000364986	AGMAT	12758	11317	Coding
chr1	15943994	15995539	15944165	15983128	+	ENSG00000197312	ENST00000480945	ENSP00000417748	DDI2	51545	38963	Coding
chr1	15986363	15988217	15986363	15988217	+	ENSG00000215695	ENST00000345034	ENSP00000341963	RSC1A1	1854	1854	Coding
chr1	16010826	16061264	16011053	16060429	+	ENSG00000116786	ENST00000375799	ENSP00000364956	PLEKHM2	50438	49376	Coding
chr1	16062899	16067891	16062980	16065901	+	ENSG00000162461	ENST00000294454	ENSP00000294454	SLC25A34	4992	2921	Coding
chr1	16068916	16074477	16069054	16074127	+	ENSG00000162460	ENST00000375782	ENSP00000364938	TMEM82	5561	5073	Coding
chr1	16083153	16113089	16091478	16111156	+	ENSG00000162458	ENST00000375771	ENSP00000364926	FBLIM1	29936	19678	Coding
chr1	16133678	16134194	16134194	16134194	-	ENSG00000233954	ENST00000538385		UQCRHL	516	0	Non-Coding
chr1	16160973	16174642	16174642	16174642	-	ENSG00000179743	ENST00000317122		FLJ37453	13669	0	Non-Coding
chr1	16174358	16266955	16174562	16265922	+	ENSG00000065526	ENST00000375759	ENSP00000364912	SPEN	92597	91360	Coding
chr1	16268365	16302627	16268463	16274990	-	ENSG00000116809	ENST00000375733	ENSP00000364885	ZBTB17	34262	6527	Coding
chr1	16330730	16335302	16330798	16332841	+	ENSG00000183888	ENST00000329454	ENSP00000332162	C1orf64	4572	2043	Coding
chr1	16340522	16346089	16342074	16345964	-	ENSG00000173641	ENST00000375718	ENSP00000364870	HSPB7	5567	3890	Coding
chr1	16345369	16360545	16360545	16360545	+	ENSG00000186510	ENST00000464764		CLCNKA	15176	0	Non-Coding
chr1	16370271	16383803	16370987	16383411	+	ENSG00000184908	ENST00000375679	ENSP00000364831	CLCNKB	13532	12424	Coding
chr1	16384263	16400121	16384931	16399937	-	ENSG00000185519	ENST00000375662	ENSP00000364814	FAM131C	15858	15006	Coding
chr1	16450831	16482582	16451709	16482427	-	ENSG00000142627	ENST00000358432	ENSP00000351209	EPHA2	31751	30718	Coding
chr1	16524598	16539104	16525081	16535549	-	ENSG00000142632	ENST00000270747	ENSP00000270747	ARHGEF19	14506	10468	Coding
chr1	16558194	16563657	16558542	16563237	-	ENSG00000132881	ENST00000375599	ENSP00000364749	RSG1	5463	4695	Coding
chr1	16573333	16678949	16577164	16641913	-	ENSG00000037637	ENST00000375592	ENSP00000364742	FBXO42	105616	64749	Coding
chr1	16693577	16724637	16693752	16721635	+	ENSG00000055070	ENST00000401088	ENSP00000383866	SZRD1	31060	27883	Coding
chr1	16722175	16763888	16763888	16763888	-	ENSG00000187144	ENST00000466212		SPATA21	41713	0	Non-Coding
chr1	16767166	16786573	16767256	16785385	+	ENSG00000157191	ENST00000337132	ENSP00000338746	NECAP2	19407	18129	Coding
chr1	16793930	16819196	16819196	16819196	-	ENSG00000080947	ENST00000263511		CROCCP3	25266	0	Non-Coding
chr1	16860380	16862144	16862144	16862144	-	ENSG00000233421	ENST00000415386		BC036435	1764	0	Non-Coding
chr1	16875408	16875482	16875482	16875482	+	ENSG00000266584	ENST00000577341		MIR3675	74	0	Non-Coding
chr1	16888813	16939982	16890437	16918516	-	ENSG00000219481	ENST00000430580	ENSP00000474456	NBPF1	51169	28079	Coding
chr1	16944756	16961054	16961054	16961054	-	ENSG00000215908	ENST00000412962		CROCCP2	16298	0	Non-Coding
chr1	16972068	16976914	16976914	16976914	+	ENSG00000186301	ENST00000334429		MST1P2	4846	0	Non-Coding
chr1	17007749	17007823	17007823	17007823	+	ENSG00000264742	ENST00000584111		MIR3675	74	0	Non-Coding
chr1	17017712	17046652	17046652	17046652	-	ENSG00000268869	ENST00000492551		ESPNP	28940	0	Non-Coding
chr1	17066767	17267929	17267929	17267929	+	ENSG00000058453	ENST00000466256		CROCC	201162	0	Non-Coding
chr1	17081404	17087579	17087579	17087579	-	ENSG00000186715	ENST00000389184		MST1L	6175	0	Non-Coding
chr1	17185443	17185516	17185516	17185516	-	ENSG00000263811	ENST00000583661		MIR3675	73	0	Non-Coding
chr1	17197439	17200574	17200574	17200574	+	ENSG00000228549	ENST00000438002		AK125737	3135	0	Non-Coding
chr1	17215036	17216144	17216144	17216144	-	ENSG00000238142	ENST00000457075		BC070363	1108	0	Non-Coding
chr1	17300996	17307330	17301414	17304768	-	ENSG00000117122	ENST00000375535	ENSP00000364685	MFAP2	6334	3354	Coding
chr1	17312452	17338423	17312715	17338233	-	ENSG00000159363	ENST00000452699	ENSP00000413307	ATP13A2	25971	25518	Coding
chr1	17345216	17380665	17345375	17380514	-	ENSG00000117118	ENST00000375499	ENSP00000364649	SDHB	35449	35139	Coding
chr1	17393255	17445930	17395538	17445866	-	ENSG00000117115	ENST00000375486	ENSP00000364635	PADI2	52675	50328	Coding
chr1	17531620	17572500	17531712	17570738	+	ENSG00000142623	ENST00000375471	ENSP00000364620	PADI1	40880	39026	Coding
chr1	17575592	17610728	17575632	17609574	+	ENSG00000142619	ENST00000375460	ENSP00000364609	PADI3	35136	33942	Coding
chr1	17634691	17690499	17634717	17690250	+	ENSG00000159339	ENST00000375448	ENSP00000364597	PADI4	55808	55533	Coding
chr1	17698690	17728195	17728195	17728195	+	ENSG00000256049	ENST00000358481		PADI6	29505	0	Non-Coding
chr1	17733255	17766220	17735585	17765010	-	ENSG00000179051	ENST00000375436	ENSP00000364585	RCC2	32965	29425	Coding
chr1	17866329	18024369	17907090	18023875	+	ENSG00000074964	ENST00000452522	ENSP00000399401	ARHGEF10L	158040	116785	Coding
chr1	18081807	18153558	18149503	18153014	+	ENSG00000117148	ENST00000375406	ENSP00000364555	ACTL8	71751	3511	Coding
chr1	18434239	18704976	18434622	18704820	+	ENSG00000117154	ENST00000251296	ENSP00000251296	IGSF21	270737	270198	Coding
chr1	18807423	18812478	18807475	18809809	+	ENSG00000179023	ENST00000400664	ENSP00000383505	KLHDC7A	5055	2334	Coding
chr1	18958014	19075360	18958097	19071423	+	ENSG00000009709	ENST00000420770	ENSP00000403389	PAX7	117346	113326	Coding
chr1	19166092	19186176	19166092	19186154	-	ENSG00000179002	ENST00000375371	ENSP00000364520	TAS1R2	20084	20062	Coding
chr1	19197925	19229275	19199338	19229017	-	ENSG00000159423	ENST00000375341	ENSP00000364490	ALDH4A1	31350	29679	Coding
chr1	19209695	19209769	19209769	19209769	-	ENSG00000265606	ENST00000577305		MIR4695	74	0	Non-Coding
chr1	19230774	19283180	19235054	19282826	-	ENSG00000169991	ENST00000455833	ENSP00000387941	IFFO2	52406	47772	Coding
chr1	19398603	19402005	19402005	19402005	-	ENSG00000272084	ENST00000606379		AX747516	3402	0	Non-Coding
chr1	19400999	19536770	19401325	19536742	-	ENSG00000127481	ENST00000375254	ENSP00000364403	UBR4	135771	135417	Coding
chr1	19542157	19578046	19545796	19578003	-	ENSG00000127463	ENST00000477853	ENSP00000420608	EMC1	35889	32207	Coding
chr1	19578032	19586622	19578329	19585324	+	ENSG00000053372	ENST00000330263	ENSP00000364320	MRTO4	8590	6995	Coding
chr1	19592477	19600568	19593793	19597306	-	ENSG00000211454	ENST00000420396	ENSP00000406430	AKR7L	8091	3513	Coding
chr1	19609051	19615744	19609224	19615203	-	ENSG00000162482	ENST00000361640	ENSP00000355377	AKR7A3	6693	5979	Coding
chr1	19630458	19638640	19630718	19638618	-	ENSG00000053371	ENST00000235835	ENSP00000235835	AKR7A2	8182	7900	Coding
chr1	19638819	19655794	19644171	19655137	+	ENSG00000040487	ENST00000375155	ENSP00000364297	PQLC2	16975	10966	Coding
chr1	19665266	19812066	19666023	19811932	-	ENSG00000077549	ENST00000401084	ENSP00000383862	CAPZB	146800	145909	Coding
chr1	19750877	19751163	19751163	19751163	+	ENSG00000240490	ENST00000481521		Metazoa_SRP	286	0	Non-Coding
chr1	19923483	19956314	19923539	19952895	+	ENSG00000173436	ENST00000322753	ENSP00000325562	MINOS1	32831	29356	Coding
chr1	19934607	19935062	19935062	19935062	+	ENSG00000226396	ENST00000457263		RPS14P3	455	0	Non-Coding
chr1	19970656	19984945	19981523	19983622	+	ENSG00000158747	ENST00000375136	ENSP00000364278	NBL1	14289	2099	Coding
chr1	19991779	20006055	19992246	20005861	+	ENSG00000158748	ENST00000289753	ENSP00000289753	HTR6	14276	13615	Coding
chr1	20008705	20126410	20009532	20107251	-	ENSG00000162542	ENST00000294543	ENSP00000294543	TMCO4	117705	97719	Coding
chr1	20140522	20141771	20140910	20141594	-	ENSG00000178828	ENST00000375121	ENSP00000364263	RNF186	1249	684	Coding
chr1	20209005	20239438	20209006	20234239	+	ENSG00000169914	ENST00000375120	ENSP00000364261	OTUD3	30433	25233	Coding
chr1	20246501	20250110	20246799	20250052	-	ENSG00000188784	ENST00000375116	ENSP00000364257	PLA2G2E	3609	3253	Coding
chr1	20301924	20306932	20302193	20305266	-	ENSG00000188257	ENST00000400520	ENSP00000383364	PLA2G2A	5008	3073	Coding
chr1	20354671	20417683	20417683	20417683	+	ENSG00000127472	ENST00000486277		PLA2G5	63012	0	Non-Coding
chr1	20438431	20446050	20440606	20445991	-	ENSG00000117215	ENST00000375105	ENSP00000364246	PLA2G2D	7619	5385	Coding
chr1	20465818	20476879	20465920	20474894	+	ENSG00000158786	ENST00000375102	ENSP00000364243	PLA2G2F	11061	8974	Coding
chr1	20490483	20501687	20490483	20501687	-	ENSG00000187980	ENST00000247992	ENSP00000247992	PLA2G2C	11204	11204	Coding
chr1	20512577	20522541	20517054	20517897	+	ENSG00000162543	ENST00000375099	ENSP00000364240	UBXN10	9964	843	Coding
chr1	20617411	20681387	20637094	20680756	+	ENSG00000158816	ENST00000289815	ENSP00000289815	VWA5B1	63976	43662	Coding
chr1	20687071	20755275	20755275	20755275	-	ENSG00000236963	ENST00000426428		LOC339505	68204	0	Non-Coding
chr1	20808883	20812713	20810141	20811872	-	ENSG00000162545	ENST00000375078	ENSP00000364219	CAMK2N1	3830	1731	Coding
chr1	20825942	20834654	20827182	20834517	-	ENSG00000090432	ENST00000264198	ENSP00000264198	MUL1	8712	7335	Coding
chr1	20878931	20881512	20879466	20880456	+	ENSG00000183114	ENST00000332947	ENSP00000331397	FAM43B	2581	990	Coding
chr1	20915440	20945401	20915622	20945061	+	ENSG00000158825	ENST00000375071	ENSP00000364212	CDA	29961	29439	Coding
chr1	20959947	20978004	20960041	20977184	+	ENSG00000158828	ENST00000321556	ENSP00000364204	PINK1	18057	17143	Coding
chr1	20978269	20988000	20978871	20987894	-	ENSG00000244038	ENST00000375048	ENSP00000364188	DDOST	9731	9023	Coding
chr1	20990508	21044510	20991076	21044199	-	ENSG00000117245	ENST00000247986	ENSP00000247986	KIF17	54002	53123	Coding
chr1	21046224	21059330	21059330	21059330	-	ENSG00000189410	ENST00000460804		SH2D5	13106	0	Non-Coding
chr1	21069153	21113181	21071289	21106933	-	ENSG00000127483	ENST00000312239	ENSP00000312625	HP1BP3	44028	35644	Coding
chr1	21132975	21503343	21133811	21329235	-	ENSG00000075151	ENST00000602326	ENSP00000473510	EIF4G3	370368	195424	Coding
chr1	21543739	21671997	21546447	21671871	-	ENSG00000117298	ENST00000415912	ENSP00000405088	ECE1	128258	125424	Coding
chr1	21619782	21626267	21626267	21626267	+	ENSG00000231105	ENST00000449034		LOC100506801	6485	0	Non-Coding
chr1	21751162	21754451	21754451	21754451	-	ENSG00000227001	ENST00000426482		AK098438	3289	0	Non-Coding
chr1	21760810	21764051	21764051	21764051	+	ENSG00000186543	ENST00000436658		BC127868	3241	0	Non-Coding
chr1	21766629	21811498	21795215	21809879	+	ENSG00000142794	ENST00000318220	ENSP00000316739	NBPF3	44869	14664	Coding
chr1	21835857	21904902	21887222	21904141	+	ENSG00000162551	ENST00000540617	ENSP00000442672	ALPL	69045	16919	Coding
chr1	21922713	21995799	21924212	21946525	-	ENSG00000076864	ENST00000374765	ENSP00000363897	RAP1GAP	73086	22313	Coding
chr1	22004790	22109688	22005909	22109450	-	ENSG00000090686	ENST00000400301	ENSP00000383157	USP48	104898	103541	Coding
chr1	22138757	22151714	22138944	22148708	+	ENSG00000187942	ENST00000344642	ENSP00000340988	LDLRAD2	12957	9764	Coding
chr1	22148737	22263790	22149808	22263710	-	ENSG00000142798	ENST00000374695	ENSP00000363827	HSPG2	115053	113902	Coding
chr1	22303513	22315837	22303532	22315772	+	ENSG00000219073	ENST00000337107	ENSP00000338369	CELA3B	12324	12240	Coding
chr1	22328148	22339015	22328167	22338960	+	ENSG00000142789	ENST00000290122	ENSP00000290122	CELA3A	10867	10793	Coding
chr1	22352026	22357716	22357716	22357716	+	ENSG00000218510	ENST00000416769		LINC00339	5690	0	Non-Coding
chr1	22379119	22419416	22404971	22418010	+	ENSG00000070831	ENST00000400259	ENSP00000383118	CDC42	40297	13039	Coding
chr1	22443797	22469459	22446542	22469415	-	ENSG00000162552	ENST00000290167	ENSP00000290167	WNT4	25662	22873	Coding
chr1	22778343	22857650	22816441	22852889	+	ENSG00000184677	ENST00000404138	ENSP00000384527	ZBTB40	79307	36448	Coding
chr1	22890056	22930087	22890128	22928234	+	ENSG00000070886	ENST00000166244	ENSP00000166244	EPHA8	40031	38106	Coding
chr1	22962998	22966101	22964109	22965900	+	ENSG00000173372	ENST00000374642	ENSP00000363773	C1QA	3103	1791	Coding
chr1	22970122	22974603	22970516	22974276	+	ENSG00000159189	ENST00000374640	ENSP00000363771	C1QC	4481	3760	Coding
chr1	22979681	22988029	22985949	22987879	+	ENSG00000173369	ENST00000314933	ENSP00000313967	C1QB	8348	1930	Coding
chr1	23037457	23241818	23037475	23240363	+	ENSG00000133216	ENST00000400191	ENSP00000383053	EPHB2	204361	202888	Coding
chr1	23046009	23046091	23046091	23046091	+	ENSG00000265422	ENST00000581646		MIR4684	82	0	Non-Coding
chr1	23189651	23189719	23189719	23189719	-	ENSG00000264014	ENST00000581187		MIR4253	68	0	Non-Coding
chr1	23243174	23247993	23247993	23247993	+	ENSG00000272796	ENST00000610135		AK025975	4819	0	Non-Coding
chr1	23337326	23342343	23337393	23342266	-	ENSG00000227868	ENST00000566855	ENSP00000457161	LOC729059	5017	4873	Coding
chr1	23345940	23410182	23346089	23409857	+	ENSG00000004487	ENST00000356634	ENSP00000349049	KDM1A	64242	63768	Coding
chr1	23370797	23370865	23370865	23370865	+	ENSG00000263793	ENST00000577915		MIR3115	68	0	Non-Coding
chr1	23410522	23504301	23415387	23420754	-	ENSG00000169641	ENST00000302291	ENSP00000303758	LUZP1	93779	5367	Coding
chr1	23490445	23490546	23490546	23490546	+	ENSG00000252578	ENST00000516769		U6	101	0	Non-Coding
chr1	23518387	23521222	23519578	23520712	-	ENSG00000179546	ENST00000374619	ENSP00000363748	HTR1D	2835	1134	Coding
chr1	23631180	23670829	23636946	23664327	-	ENSG00000125944	ENST00000478691	ENSP00000474437	HNRNPR	39649	27381	Coding
chr1	23685940	23695935	23688461	23694498	-	ENSG00000125945	ENST00000314011	ENSP00000313582	ZNF436	9995	6037	Coding
chr1	23695710	23698332	23695790	23697706	+	ENSG00000249087	ENST00000454117	ENSP00000428311	C1orf213	2622	1916	Coding
chr1	23707553	23751233	23707958	23751126	-	ENSG00000204219	ENST00000450454	ENSP00000406293	TCEA3	43680	43168	Coding
chr1	23755055	23810671	23756348	23810626	-	ENSG00000088280	ENST00000336689	ENSP00000338769	ASAP3	55616	54278	Coding
chr1	23832921	23857712	23836371	23857285	-	ENSG00000007968	ENST00000361729	ENSP00000355249	E2F2	24791	20914	Coding
chr1	23884408	23886285	23885450	23885917	-	ENSG00000117318	ENST00000374561	ENSP00000363689	ID3	1877	467	Coding
chr1	23907984	23967058	23967058	23967058	+	ENSG00000197880	ENST00000477916		MDS2	59074	0	Non-Coding
chr1	24018268	24022915	24018313	24022863	+	ENSG00000142676	ENST00000374550	ENSP00000363676	RPL11	4647	4550	Coding
chr1	24069644	24088549	24069915	24086063	+	ENSG00000011007	ENST00000418390	ENSP00000395574	TCEB3	18905	16148	Coding
chr1	24086871	24104777	24104777	24104777	-	ENSG00000236810	ENST00000427796		LOC100506963	17906	0	Non-Coding
chr1	24104894	24114722	24105005	24113866	+	ENSG00000057757	ENST00000246151	ENSP00000246151	PITHD1	9828	8861	Coding
chr1	24117459	24122029	24119172	24121222	+	ENSG00000011009	ENST00000374514	ENSP00000363638	LYPLA2	4570	2050	Coding
chr1	24122088	24127271	24127271	24127271	-	ENSG00000117308	ENST00000481736		GALE	5183	0	Non-Coding
chr1	24128376	24165110	24128952	24147068	-	ENSG00000117305	ENST00000374483	ENSP00000363607	HMGCL	36734	18116	Coding
chr1	24171566	24194784	24172204	24194776	-	ENSG00000179163	ENST00000374479	ENSP00000363603	FUCA1	23218	22572	Coding
chr1	24197015	24239852	24201024	24202107	-	ENSG00000188822	ENST00000374472	ENSP00000363596	CNR2	42837	1083	Coding
chr1	24255559	24255637	24255637	24255637	+	ENSG00000264926	ENST00000578143		MIR378F	78	0	Non-Coding
chr1	24286301	24289952	24287947	24288367	+	ENSG00000189266	ENST00000334351	ENSP00000334840	PNRC2	3651	420	Coding
chr1	24292934	24307417	24307417	24307417	-	ENSG00000188529	ENST00000341154		SRSF10	14483	0	Non-Coding
chr1	24382526	24438665	24383853	24435126	-	ENSG00000142661	ENST00000374434	ENSP00000363557	MYOM3	56139	51273	Coding
chr1	24446260	24469611	24447294	24469572	-	ENSG00000142677	ENST00000270800	ENSP00000270800	IL22RA1	23351	22278	Coding
chr1	24480646	24513751	24483619	24513738	-	ENSG00000185436	ENST00000327535	ENSP00000327824	IFNLR1	33105	30119	Coding
chr1	24526729	24538183	24538183	24538183	+	ENSG00000230023	ENST00000439059		LOC284632	11454	0	Non-Coding
chr1	24645914	24690972	24646041	24690861	+	ENSG00000158055	ENST00000350501	ENSP00000288955	GRHL3	45058	44820	Coding
chr1	24683494	24743424	24743424	24743424	-	ENSG00000001460	ENST00000468303		STPG1	59930	0	Non-Coding
chr1	24742292	24799466	24768628	24795675	+	ENSG00000001461	ENST00000003912	ENSP00000003912	NIPAL3	57174	27047	Coding
chr1	24829386	24867530	24840862	24861767	+	ENSG00000117602	ENST00000374395	ENSP00000363516	RCAN3	38144	20905	Coding
chr1	24882601	24935816	24921921	24932238	+	ENSG00000184454	ENST00000374392	ENSP00000363513	NCMAP	53215	10317	Coding
chr1	24969502	24999758	24969817	24998777	+	ENSG00000133226	ENST00000323848	ENSP00000326261	SRRM1	30256	28960	Coding
chr1	25071847	25170815	25072044	25167428	+	ENSG00000169504	ENST00000374379	ENSP00000363500	CLIC4	98968	95384	Coding
chr1	25226001	25291501	25228612	25291062	-	ENSG00000020633	ENST00000399916	ENSP00000382800	RUNX3	65500	62450	Coding
chr1	25549169	25558984	25549756	25558958	-	ENSG00000117614	ENST00000236273	ENSP00000236273	SYF2	9815	9202	Coding
chr1	25568746	25664656	25570980	25573454	-	ENSG00000117616	ENST00000473314	ENSP00000457582	C1orf63	95910	2474	Coding
chr1	25598883	25656936	25599038	25655415	+	ENSG00000187010	ENST00000328664	ENSP00000331871	RHD	58053	56377	Coding
